C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,00:00:00,REGULAR,0013257014,0004107397                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,04:00:00,REGULAR,0013257052,0004107403                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,08:00:00,REGULAR,0013257109,0004107554                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,12:00:00,REGULAR,0013257443,0004107781                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,16:00:00,REGULAR,0013257801,0004107848                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/19/2017,20:00:00,REGULAR,0013258599,0004107900                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,00:00:00,REGULAR,0013258871,0004107914                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,04:00:00,REGULAR,0013258912,0004107919                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,08:00:00,REGULAR,0013258988,0004108084                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,12:00:00,REGULAR,0013259406,0004108350                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,16:00:00,REGULAR,0013259844,0004108428                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/20/2017,20:00:00,REGULAR,0013260669,0004108481                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,00:00:00,REGULAR,0013261154,0004108495                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,04:00:00,REGULAR,0013261205,0004108500                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,08:00:00,REGULAR,0013261287,0004108655                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,12:00:00,REGULAR,0013261753,0004108922                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,16:00:00,REGULAR,0013262201,0004109016                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/21/2017,20:00:00,REGULAR,0013263154,0004109062                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,00:00:00,REGULAR,0013263648,0004109082                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,04:00:00,REGULAR,0013263717,0004109088                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,08:00:00,REGULAR,0013263824,0004109217                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,12:00:00,REGULAR,0013264312,0004109448                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,16:00:00,REGULAR,0013264766,0004109528                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/22/2017,20:00:00,REGULAR,0013265644,0004109572                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,00:00:00,REGULAR,0013266145,0004109591                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,04:00:00,REGULAR,0013266230,0004109598                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,08:00:00,REGULAR,0013266326,0004109741                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,12:00:00,REGULAR,0013266781,0004109969                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,16:00:00,REGULAR,0013267287,0004110055                                               
A016,R081,03-00-02,49 ST,NQRW,BMT,06/23/2017,20:00:00,REGULAR,0013268172,0004110108                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,00:00:00,REGULAR,0001204431,0000443955                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,04:00:00,REGULAR,0001204443,0000443958                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,08:00:00,REGULAR,0001204448,0000443969                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,12:00:00,REGULAR,0001204456,0000443993                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,16:00:00,REGULAR,0001204487,0000444001                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/17/2017,20:00:00,REGULAR,0001204514,0000444014                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,00:00:00,REGULAR,0001204536,0000444015                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,04:00:00,REGULAR,0001204538,0000444018                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,08:00:00,REGULAR,0001204545,0000444023                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,12:00:00,REGULAR,0001204561,0000444031                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,16:00:00,REGULAR,0001204575,0000444043                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/18/2017,20:00:00,REGULAR,0001204599,0000444053                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,00:00:00,REGULAR,0001204620,0000444055                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,04:00:00,REGULAR,0001204623,0000444055                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,08:00:00,REGULAR,0001204625,0000444079                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,12:00:00,REGULAR,0001204649,0000444120                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,16:00:00,REGULAR,0001204685,0000444133                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/19/2017,20:00:00,REGULAR,0001204753,0000444138                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,00:00:00,REGULAR,0001204769,0000444141                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,04:00:00,REGULAR,0001204770,0000444141                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,08:00:00,REGULAR,0001204772,0000444162                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,12:00:00,REGULAR,0001204830,0000444215                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,16:00:00,REGULAR,0001204865,0000444226                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/20/2017,20:00:00,REGULAR,0001204924,0000444231                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,00:00:00,REGULAR,0001204948,0000444233                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,04:00:00,REGULAR,0001204952,0000444233                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,08:00:00,REGULAR,0001204962,0000444249                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,12:00:00,REGULAR,0001204994,0000444285                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,16:00:00,REGULAR,0001205021,0000444300                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/21/2017,20:00:00,REGULAR,0001205091,0000444306                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,00:00:00,REGULAR,0001205128,0000444307                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,04:00:00,REGULAR,0001205131,0000444308                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,08:00:00,REGULAR,0001205135,0000444324                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,12:00:00,REGULAR,0001205163,0000444374                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,16:00:00,REGULAR,0001205199,0000444389                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/22/2017,20:00:00,REGULAR,0001205271,0000444416                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,00:00:00,REGULAR,0001205306,0000444418                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,04:00:00,REGULAR,0001205306,0000444418                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,08:00:00,REGULAR,0001205314,0000444436                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,12:00:00,REGULAR,0001205354,0000444474                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,16:00:00,REGULAR,0001205379,0000444491                                               
A016,R081,03-06-00,49 ST,NQRW,BMT,06/23/2017,20:00:00,REGULAR,0001205428,0000444498                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,00:00:00,REGULAR,0000015010,0033604794                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,04:00:00,REGULAR,0000015013,0033604794                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,08:00:00,REGULAR,0000015013,0033604808                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,12:00:00,REGULAR,0000015024,0033604841                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,16:00:00,REGULAR,0000015041,0033604865                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/17/2017,20:00:00,REGULAR,0000015053,0033604876                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,00:00:00,REGULAR,0000015059,0033604878                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,04:00:00,REGULAR,0000015061,0033604879                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,08:00:00,REGULAR,0000015063,0033604889                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,12:00:00,REGULAR,0000015075,0033604910                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,16:00:00,REGULAR,0000015080,0033604931                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/18/2017,20:00:00,REGULAR,0000015096,0033604944                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,00:00:00,REGULAR,0000015104,0033604945                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,04:00:00,REGULAR,0000015105,0033604945                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,08:00:00,REGULAR,0000015105,0033604971                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,12:00:00,REGULAR,0000015113,0033605041                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,16:00:00,REGULAR,0000015126,0033605059                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/19/2017,20:00:00,REGULAR,0000015163,0033605067                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,00:00:00,REGULAR,0000015164,0033605068                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,04:00:00,REGULAR,0000015165,0033605068                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,08:00:00,REGULAR,0000015165,0033605097                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,12:00:00,REGULAR,0000015182,0033605180                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,16:00:00,REGULAR,0000015188,0033605201                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/20/2017,20:00:00,REGULAR,0000015208,0033605215                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,00:00:00,REGULAR,0000015223,0033605219                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,04:00:00,REGULAR,0000015224,0033605219                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,08:00:00,REGULAR,0000015226,0033605268                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,12:00:00,REGULAR,0000015243,0033605351                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,16:00:00,REGULAR,0000015259,0033605388                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/21/2017,20:00:00,REGULAR,0000015292,0033605408                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,00:00:00,REGULAR,0000015299,0033605411                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,04:00:00,REGULAR,0000015302,0033605412                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,08:00:00,REGULAR,0000015304,0033605443                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,12:00:00,REGULAR,0000015324,0033605521                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,16:00:00,REGULAR,0000015337,0033605549                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/22/2017,20:00:00,REGULAR,0000015366,0033605565                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,00:00:00,REGULAR,0000015376,0033605567                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,04:00:00,REGULAR,0000015376,0033605568                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,08:00:00,REGULAR,0000015381,0033605602                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,12:00:00,REGULAR,0000015392,0033605671                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,16:00:00,REGULAR,0000015413,0033605695                                               
A016,R081,03-06-01,49 ST,NQRW,BMT,06/23/2017,20:00:00,REGULAR,0000015439,0033605708                                               
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,00:00:00,REGULAR,0006801937,0008035938                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,04:00:00,REGULAR,0006802046,0008035985                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,08:00:00,REGULAR,0006802140,0008036095                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,12:00:00,REGULAR,0006802384,0008036838                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,16:00:00,REGULAR,0006802694,0008037449                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,20:00:00,REGULAR,0006803119,0008038106                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,00:00:00,REGULAR,0006803453,0008038452                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,04:00:00,REGULAR,0006803535,0008038506                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,08:00:00,REGULAR,0006803588,0008038572                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,12:00:00,REGULAR,0006803766,0008039068                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,16:00:00,REGULAR,0006804029,0008039699                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,20:00:00,REGULAR,0006804396,0008040232                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,00:00:00,REGULAR,0006804647,0008040454                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,04:00:00,REGULAR,0006804698,0008040483                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,08:00:00,REGULAR,0006805049,0008040862                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,12:00:00,REGULAR,0006805598,0008042420                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,16:00:00,REGULAR,0006806156,0008043298                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,20:00:00,REGULAR,0006807789,0008044086                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,00:00:00,REGULAR,0006808278,0008044283                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,04:00:00,REGULAR,0006808334,0008044312                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,08:00:00,REGULAR,0006808694,0008044746                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,12:00:00,REGULAR,0006809232,0008047073                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,16:00:00,REGULAR,0006809880,0008047941                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,20:00:00,REGULAR,0006811483,0008049107                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,00:00:00,REGULAR,0006812065,0008049386                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,04:00:00,REGULAR,0006812161,0008049423                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,08:00:00,REGULAR,0006812557,0008049803                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,08:37:44,REGULAR,0006812653,0008050227                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,12:00:00,REGULAR,0006813124,0008051910                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,16:00:00,REGULAR,0006813721,0008052950                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,20:00:00,REGULAR,0006815323,0008054111                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,00:00:00,REGULAR,0006815878,0008054419                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,04:00:00,REGULAR,0006815967,0008054458                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:00:00,REGULAR,0006816352,0008054844                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:15:24,REGULAR,0006816399,0008054927                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:24:37,REGULAR,0006816426,0008055031                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,12:00:00,REGULAR,0006816933,0008056918                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,16:00:00,REGULAR,0006817520,0008057975                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,20:00:00,REGULAR,0006819039,0008059138                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,00:00:00,REGULAR,0006819616,0008059422                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,04:00:00,REGULAR,0006819701,0008059471                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,08:00:00,REGULAR,0006820030,0008059872                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,12:00:00,REGULAR,0006820585,0008061767                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,16:00:00,REGULAR,0006821390,0008062720                              
A021,R032,01-00-00,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,20:00:00,REGULAR,0006822618,0008063894                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,00:00:00,REGULAR,0001922038,0002255677                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,04:00:00,REGULAR,0001922084,0002255709                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,08:00:00,REGULAR,0001922109,0002255762                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,12:00:00,REGULAR,0001922233,0002256146                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,16:00:00,REGULAR,0001922423,0002256511                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,20:00:00,REGULAR,0001922650,0002256942                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,00:00:00,REGULAR,0001922837,0002257108                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,04:00:00,REGULAR,0001922868,0002257139                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,08:00:00,REGULAR,0001922885,0002257165                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,12:00:00,REGULAR,0001922972,0002257398                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,16:00:00,REGULAR,0001923173,0002257727                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,20:00:00,REGULAR,0001923405,0002258057                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,00:00:00,REGULAR,0001923556,0002258193                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,04:00:00,REGULAR,0001923571,0002258199                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,08:00:00,REGULAR,0001923747,0002258431                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,12:00:00,REGULAR,0001924084,0002259757                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,16:00:00,REGULAR,0001924459,0002260210                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,20:00:00,REGULAR,0001925784,0002260699                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,00:00:00,REGULAR,0001926025,0002260810                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,04:00:00,REGULAR,0001926054,0002260817                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,08:00:00,REGULAR,0001926233,0002261043                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,12:00:00,REGULAR,0001926653,0002262678                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,16:00:00,REGULAR,0001927107,0002263209                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/20/2017,20:00:00,REGULAR,0001928397,0002263930                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,00:00:00,REGULAR,0001928727,0002264099                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,04:00:00,REGULAR,0001928754,0002264117                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,08:00:00,REGULAR,0001928922,0002264363                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,08:37:44,REGULAR,0001929008,0002264570                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,12:00:00,REGULAR,0001929322,0002265757                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,16:00:00,REGULAR,0001929706,0002266333                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/21/2017,20:00:00,REGULAR,0001931039,0002267021                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,00:00:00,REGULAR,0001931354,0002267221                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,04:00:00,REGULAR,0001931379,0002267234                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:00:00,REGULAR,0001931564,0002267415                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:15:24,REGULAR,0001931592,0002267483                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,08:24:37,REGULAR,0001931613,0002267559                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,12:00:00,REGULAR,0001931994,0002268811                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,16:00:00,REGULAR,0001932468,0002269344                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/22/2017,20:00:00,REGULAR,0001933727,0002270053                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,00:00:00,REGULAR,0001934051,0002270236                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,04:00:00,REGULAR,0001934085,0002270258                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,08:00:00,REGULAR,0001934239,0002270452                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,12:00:00,REGULAR,0001934583,0002271785                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,16:00:00,REGULAR,0001935187,0002272332                              
A021,R032,01-00-01,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/23/2017,20:00:00,REGULAR,0001936197,0002273023                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,00:00:00,REGULAR,0001311276,0001322589                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,04:00:00,REGULAR,0001311297,0001322608                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,08:00:00,REGULAR,0001311311,0001322632                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,12:00:00,REGULAR,0001311393,0001322822                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,16:00:00,REGULAR,0001311568,0001323022                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/17/2017,20:00:00,REGULAR,0001311739,0001323209                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,00:00:00,REGULAR,0001311842,0001323316                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,04:00:00,REGULAR,0001311857,0001323325                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,08:00:00,REGULAR,0001311867,0001323345                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,12:00:00,REGULAR,0001311926,0001323484                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,16:00:00,REGULAR,0001312033,0001323681                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/18/2017,20:00:00,REGULAR,0001312187,0001323855                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,00:00:00,REGULAR,0001312274,0001323916                              
A021,R032,01-00-02,TIMES SQ-42 ST,ACENQRS1237W,BMT,06/19/2017,04:00:00,REGULAR,0001312279,0001323926                              
