C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
B020,R263,00-06-05,AVENUE H,BQ,BMT,06/23/2017,04:00:00,REGULAR,0000000000,0000000033                                              
B020,R263,00-06-05,AVENUE H,BQ,BMT,06/23/2017,08:00:00,REGULAR,0000000000,0000000033                                              
B020,R263,00-06-05,AVENUE H,BQ,BMT,06/23/2017,12:00:00,REGULAR,0000000000,0000000033                                              
B020,R263,00-06-05,AVENUE H,BQ,BMT,06/23/2017,16:00:00,REGULAR,0000000000,0000000033                                              
B020,R263,00-06-05,AVENUE H,BQ,BMT,06/23/2017,20:00:00,REGULAR,0000000000,0000000033                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0008952912,0007275080                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0008952918,0007275104                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0008952964,0007275131                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0008953053,0007275200                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0008953144,0007275314                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0008953217,0007275424                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0008953255,0007275513                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0008953263,0007275535                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0008953286,0007275571                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0008953381,0007275642                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0008953480,0007275738                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0008953562,0007275859                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0008953604,0007275954                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0008953610,0007275990                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0008953719,0007276092                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0008953886,0007276278                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0008953984,0007276440                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0008954092,0007276625                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0008954127,0007276700                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0008954130,0007276718                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0008954248,0007276810                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,12:00:00,REGULAR,0008954474,0007276980                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,16:00:00,REGULAR,0008954599,0007277150                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/20/2017,20:00:00,REGULAR,0008954717,0007277307                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,00:00:00,REGULAR,0008954767,0007277412                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,04:00:00,REGULAR,0008954771,0007277437                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,08:00:00,REGULAR,0008954890,0007277524                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,12:00:00,REGULAR,0008955069,0007277716                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,16:00:00,REGULAR,0008955182,0007277879                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/21/2017,20:00:00,REGULAR,0008955332,0007278068                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,00:00:00,REGULAR,0008955371,0007278199                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,04:00:00,REGULAR,0008955381,0007278217                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,08:00:00,REGULAR,0008955487,0007278319                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,12:00:00,REGULAR,0008955665,0007278505                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,16:00:00,REGULAR,0008955820,0007278666                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/22/2017,20:00:00,REGULAR,0008955945,0007278857                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,00:00:00,REGULAR,0008955988,0007278978                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,04:00:00,REGULAR,0008955996,0007278997                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,08:00:00,REGULAR,0008956113,0007279063                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,12:00:00,REGULAR,0008956266,0007279212                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,16:00:00,REGULAR,0008956383,0007279366                                              
B021,R228,00-00-00,AVENUE J,BQ,BMT,06/23/2017,20:00:00,REGULAR,0008956494,0007279544                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0001423393,0000544311                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0001423398,0000544315                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0001423453,0000544316                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0001423573,0000544331                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0001423681,0000544373                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0001423773,0000544405                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0001423808,0000544429                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0001423814,0000544437                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0001423849,0000544443                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0001423964,0000544460                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0001424099,0000544476                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0001424192,0000544517                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0001424244,0000544545                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0001424251,0000544548                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0001424382,0000544566                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0001424609,0000544607                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0001424757,0000544645                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0001424928,0000544705                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0001424961,0000544718                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0001424966,0000544723                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0001425096,0000544743                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,12:00:00,REGULAR,0001425323,0000544789                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,16:00:00,REGULAR,0001425474,0000544836                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/20/2017,20:00:00,REGULAR,0001425642,0000544889                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,00:00:00,REGULAR,0001425687,0000544914                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,04:00:00,REGULAR,0001425694,0000544919                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,08:00:00,REGULAR,0001425825,0000544933                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,12:00:00,REGULAR,0001426039,0000544967                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,16:00:00,REGULAR,0001426177,0000545010                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/21/2017,20:00:00,REGULAR,0001426343,0000545054                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,00:00:00,REGULAR,0001426396,0000545083                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,04:00:00,REGULAR,0001426400,0000545085                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,08:00:00,REGULAR,0001426542,0000545097                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,12:00:00,REGULAR,0001426765,0000545135                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,16:00:00,REGULAR,0001426918,0000545178                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/22/2017,20:00:00,REGULAR,0001427056,0000545212                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,00:00:00,REGULAR,0001427105,0000545230                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,04:00:00,REGULAR,0001427109,0000545233                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,08:00:00,REGULAR,0001427233,0000545256                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,12:00:00,REGULAR,0001427426,0000545290                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,16:00:00,REGULAR,0001427585,0000545338                                              
B021,R228,00-00-01,AVENUE J,BQ,BMT,06/23/2017,20:00:00,REGULAR,0001427713,0000545382                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0009481031,0004630765                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0009481038,0004630769                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0009481093,0004630769                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0009481215,0004630776                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0009481306,0004630795                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0009481414,0004630813                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0009481461,0004630818                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0009481467,0004630820                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0009481504,0004630821                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0009481641,0004630832                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0009481783,0004630839                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0009481904,0004630853                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0009481950,0004630865                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0009481956,0004630867                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0009482111,0004630876                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0009482348,0004630887                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0009482532,0004630905                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0009482702,0004630935                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0009482755,0004630945                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0009482761,0004630946                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0009482920,0004630949                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,12:00:00,REGULAR,0009483144,0004630962                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,16:00:00,REGULAR,0009483317,0004630977                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/20/2017,20:00:00,REGULAR,0009483501,0004630999                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,00:00:00,REGULAR,0009483551,0004631009                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,04:00:00,REGULAR,0009483558,0004631013                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,08:00:00,REGULAR,0009483717,0004631017                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,12:00:00,REGULAR,0009483963,0004631026                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,16:00:00,REGULAR,0009484144,0004631041                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/21/2017,20:00:00,REGULAR,0009484323,0004631073                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,00:00:00,REGULAR,0009484382,0004631078                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,04:00:00,REGULAR,0009484391,0004631080                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,08:00:00,REGULAR,0009484557,0004631085                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,12:00:00,REGULAR,0009484809,0004631097                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,16:00:00,REGULAR,0009484952,0004631123                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/22/2017,20:00:00,REGULAR,0009485148,0004631143                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,00:00:00,REGULAR,0009485209,0004631158                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,04:00:00,REGULAR,0009485215,0004631160                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,08:00:00,REGULAR,0009485372,0004631165                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,12:00:00,REGULAR,0009485570,0004631179                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,16:00:00,REGULAR,0009485735,0004631199                                              
B021,R228,00-00-02,AVENUE J,BQ,BMT,06/23/2017,20:00:00,REGULAR,0009485890,0004631215                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0001641062,0000348857                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0001641069,0000348864                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0001641124,0000348864                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0001641250,0000348876                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0001641387,0000348888                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0001641515,0000348907                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0001641559,0000348917                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0001641562,0000348919                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0001641602,0000348921                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0001641738,0000348928                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0001641893,0000348938                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0001642037,0000348954                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0001642093,0000348965                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0001642104,0000348965                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0001642266,0000348968                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0001642541,0000348994                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0001642729,0000349012                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0001642915,0000349087                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0001642963,0000349102                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0001642973,0000349105                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0001643146,0000349112                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,12:00:00,REGULAR,0001643440,0000349127                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,16:00:00,REGULAR,0001643642,0000349139                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/20/2017,20:00:00,REGULAR,0001643829,0000349177                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,00:00:00,REGULAR,0001643886,0000349200                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,04:00:00,REGULAR,0001643893,0000349202                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,08:00:00,REGULAR,0001644067,0000349209                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,12:00:00,REGULAR,0001644308,0000349227                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,16:00:00,REGULAR,0001644468,0000349247                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/21/2017,20:00:00,REGULAR,0001644676,0000349313                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,00:00:00,REGULAR,0001644737,0000349329                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,04:00:00,REGULAR,0001644747,0000349330                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,08:00:00,REGULAR,0001644897,0000349332                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,12:00:00,REGULAR,0001645161,0000349349                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,16:00:00,REGULAR,0001645355,0000349376                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/22/2017,20:00:00,REGULAR,0001645540,0000349420                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,00:00:00,REGULAR,0001645617,0000349436                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,04:00:00,REGULAR,0001645629,0000349439                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,08:00:00,REGULAR,0001645805,0000349443                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,12:00:00,REGULAR,0001646019,0000349468                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,16:00:00,REGULAR,0001646192,0000349489                                              
B021,R228,00-00-03,AVENUE J,BQ,BMT,06/23/2017,20:00:00,REGULAR,0001646355,0000349522                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0005868126,0003819623                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0005868131,0003819630                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0005868163,0003819633                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0005868297,0003819648                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0005868427,0003819661                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0005868514,0003819704                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0005868547,0003819737                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0005868557,0003819740                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0005868588,0003819745                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0005868702,0003819760                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0005868863,0003819799                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0005868986,0003819834                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0005869036,0003819864                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0005869045,0003819872                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0005869182,0003819884                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0005869420,0003819913                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0005869588,0003819948                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0005869746,0003820091                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0005869800,0003820125                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0005869808,0003820128                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0005869944,0003820140                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,12:00:00,REGULAR,0005870202,0003820162                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,16:00:00,REGULAR,0005870401,0003820200                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/20/2017,20:00:00,REGULAR,0005870569,0003820301                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,00:00:00,REGULAR,0005870622,0003820345                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,04:00:00,REGULAR,0005870635,0003820353                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,08:00:00,REGULAR,0005870769,0003820364                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,12:00:00,REGULAR,0005871012,0003820396                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,16:00:00,REGULAR,0005871193,0003820437                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/21/2017,20:00:00,REGULAR,0005871406,0003820548                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,00:00:00,REGULAR,0005871453,0003820602                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,04:00:00,REGULAR,0005871458,0003820606                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,08:00:00,REGULAR,0005871601,0003820614                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,12:00:00,REGULAR,0005871831,0003820642                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,16:00:00,REGULAR,0005872011,0003820692                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/22/2017,20:00:00,REGULAR,0005872206,0003820791                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,00:00:00,REGULAR,0005872255,0003820833                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,04:00:00,REGULAR,0005872268,0003820839                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,08:00:00,REGULAR,0005872384,0003820849                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,12:00:00,REGULAR,0005872593,0003820873                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,16:00:00,REGULAR,0005872793,0003820917                                              
B021,R228,00-00-04,AVENUE J,BQ,BMT,06/23/2017,20:00:00,REGULAR,0005872946,0003820980                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,00:00:00,REGULAR,0016788567,0016850260                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,04:00:00,REGULAR,0016788569,0016850283                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,08:00:00,REGULAR,0016788570,0016850288                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,12:00:00,REGULAR,0016788575,0016850311                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,16:00:00,REGULAR,0016788587,0016850357                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/17/2017,20:00:00,REGULAR,0016788590,0016850459                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,00:00:00,REGULAR,0016788594,0016850533                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,04:00:00,REGULAR,0016788594,0016850557                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,08:00:00,REGULAR,0016788596,0016850564                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,12:00:00,REGULAR,0016788597,0016850586                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,16:00:00,REGULAR,0016788605,0016850644                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/18/2017,20:00:00,REGULAR,0016788609,0016850743                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,00:00:00,REGULAR,0016788610,0016850807                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,04:00:00,REGULAR,0016788611,0016850813                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,08:00:00,REGULAR,0016788615,0016850832                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,12:00:00,REGULAR,0016788637,0016850905                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,16:00:00,REGULAR,0016788655,0016850971                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/19/2017,20:00:00,REGULAR,0016788672,0016851187                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/20/2017,00:00:00,REGULAR,0016788676,0016851251                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/20/2017,04:00:00,REGULAR,0016788676,0016851267                                              
B021,R228,00-03-00,AVENUE J,BQ,BMT,06/20/2017,08:00:00,REGULAR,0016788683,0016851295                                              
